	CDS	GeneName	Start	End	Repl	NumRec	NumAffectedTaxa
L1019	BB_R33	ND	1207038	1207793	cp32.4	0	0
L1020	BB_R34	ND	1207844	1208389	cp32.4	0	0
L1021	BB_R36	ND	1209260	1210585	cp32.4	0	0
L1022	BB_R37	ND	1210639	1211064	cp32.4	0	0
L1023	BB_R38	ND	1211070	1211864	cp32.4	0	0
L1024	BB_R41	ND	1212434	1213249	cp32.4	0	0
L1025	BB_R42	erpY	1213282	1213956	cp32.4	0	0
L1026	BB_R43	ND	1214105	1214632	cp32.4	0	0
L1027	BB_R44	ND	1214813	1215379	cp32.4	0	0
L1028	BB_R45	ND	1215376	1216728	cp32.4	0	0
L1029	BB_M01	ND	1216794	1218017	cp32.6	0	0
L1030	BB_M02	ND	1218034	1218726	cp32.6	0	0
L1031	BB_M03	ND	1218738	1219301	cp32.6	0	0
L1032	BB_M04	ND	1219305	1220072	cp32.6	0	0
L1033	BB_M05	ND	1220101	1220676	cp32.6	0	0
L1034	BB_M06	ND	1220698	1221657	cp32.6	0	0
L1035	BB_M07	ND	1221677	1222132	cp32.6	0	0
L1036	BB_M08	ND	1222132	1222515	cp32.6	0	0
L1037	BB_M09	ND	1222503	1222892	cp32.6	0	0
L1038	BB_M10	ND	1222889	1223458	cp32.6	0	0
L1039	BB_M11	ND	1223439	1224551	cp32.6	0	0
L1040	BB_M12	ND	1224566	1224994	cp32.6	0	0
L1041	BB_M13	ND	1225010	1225465	cp32.6	0	0
L1042	BB_M14	ND	1225462	1225698	cp32.6	0	0
L1043	BB_M15	ND	1225706	1226980	cp32.6	0	0
L1044	BB_M16	ND	1227003	1227686	cp32.6	0	0
L1045	BB_M17	ND	1227690	1228640	cp32.6	0	0
L1046	BB_M18	ND	1228658	1229212	cp32.6	0	0
L1047	BB_M19	ND	1229242	1229574	cp32.6	0	0
L1048	BB_M20	ND	1229571	1230446	cp32.6	0	0
L1049	BB_M21	ND	1230456	1231061	cp32.6	0	0
L1050	BB_M23	ND	1231959	1232162	cp32.6	0	0
L1051	BB_M24	ND	1232166	1232513	cp32.6	0	0
L1052	BB_M25	ND	1232503	1232838	cp32.6	0	0
L1053	BB_M26	ND	1232831	1233184	cp32.6	0	0
L1054	BB_M27	ND	1233321	1233803	cp32.6	0	0
L1055	BB_M28	ND	1233975	1234424	cp32.6	0	0
L1056	BB_M29	ND	1234461	1235408	cp32.6	0	0
L1057	BB_M30	ND	1235797	1236897	cp32.6	0	0
L1058	BB_M31	ND	1236907	1237473	cp32.6	0	0
L1059	BB_M32	ND	1237449	1238198	cp32.6	0	0
L1060	BB_M33	ND	1238248	1238826	cp32.6	0	0
L1061	BB_M34	ND	1238830	1239498	cp32.6	0	0
L1062	BB_M35	ND	1239969	1241294	cp32.6	0	0
L1063	BB_M36	ND	1241347	1241772	cp32.6	0	0
L1064	BB_M37	ND	1241778	1242548	cp32.6	0	0
L1065	BB_M38	erpK	1242985	1243743	cp32.6	0	0
L1066	BB_M39	ND	1243805	1244473	cp32.6	0	0
L1067	BB_M41	ND	1244651	1245217	cp32.6	0	0
L1068	BB_M42	ND	1245214	1246566	cp32.6	0	0
L1069	BB_O01	ND	1246631	1247854	cp32.7	0	0
L1070	BB_O02	ND	1247871	1248563	cp32.7	0	0
L1071	BB_O03	ND	1248576	1249133	cp32.7	0	0
L1072	BB_O04	ND	1249140	1249904	cp32.7	0	0
L1073	BB_O06	ND	1250528	1251487	cp32.7	0	0
L1074	BB_O07	ND	1251507	1251962	cp32.7	0	0
L1075	BB_O08	ND	1251962	1252345	cp32.7	0	0
L1076	BB_O09	ND	1252333	1252722	cp32.7	0	0
L1077	BB_O10	ND	1252737	1253288	cp32.7	0	0
L1078	BB_O11	ND	1253269	1254381	cp32.7	0	0
L1079	BB_O12	ND	1254396	1254824	cp32.7	0	0
L1080	BB_O13	ND	1254840	1255295	cp32.7	5	31
L1081	BB_O14	ND	1255292	1255528	cp32.7	5	31
L1082	BB_O15	ND	1255536	1256870	cp32.7	8	34
L1083	BB_O16	ND	1256883	1257524	cp32.7	7	34
L1084	BB_O17	ND	1257528	1258469	cp32.7	8	39
L1085	BB_O18	ND	1258494	1259039	cp32.7	5	32
L1086	BB_O19	ND	1259069	1259401	cp32.7	3	15
L1087	BB_O20	ND	1259398	1260276	cp32.7	3	15
L1088	BB_O21	ND	1260282	1260887	cp32.7	0	0
L1089	BB_O22	ND	1260897	1261712	cp32.7	0	0
L1090	BB_O23	ND	1261788	1261991	cp32.7	0	0
L1091	BB_O24	ND	1261995	1262351	cp32.7	0	0
L1092	BB_O25	ND	1262332	1262667	cp32.7	0	0
L1093	BB_O26	ND	1262660	1263013	cp32.7	0	0
L1094	BB_O27	ND	1263118	1263705	cp32.7	0	0
L1095	BB_O28	ND	1263811	1264233	cp32.7	0	0
L1096	BB_O29	ND	1264278	1265294	cp32.7	0	0
L1097	BB_O30	ND	1265683	1266780	cp32.7	0	0
L1098	BB_O31	ND	1266790	1267356	cp32.7	0	0
L1099	BB_O32	ND	1267332	1268081	cp32.7	0	0
L1100	BB_O33	ND	1268088	1268642	cp32.7	0	0
L1101	BB_O34	ND	1268654	1269226	cp32.7	0	0
L1102	BB_O36	ND	1269701	1271026	cp32.7	0	0
L1103	BB_O37	ND	1271079	1271504	cp32.7	0	0
L1104	BB_O38	ND	1271510	1272286	cp32.7	0	0
L1105	BB_O39	erpL	1272718	1273407	cp32.7	0	0
L1106	BB_O40	erpM	1273459	1274550	cp32.7	1	2
L1107	BB_O43	ND	1275451	1276017	cp32.7	1	2
L1108	BB_O44	ND	1276014	1277366	cp32.7	1	2
L1109	BB_L01	ND	1277432	1278655	cp32.8	0	0
L1110	BB_L02	ND	1278672	1279364	cp32.8	0	0
L1111	BB_L03	ND	1279377	1279934	cp32.8	0	0
L1112	BB_L04	ND	1279941	1280705	cp32.8	0	0
L1113	BB_L06	ND	1281329	1282288	cp32.8	0	0
L1114	BB_L07	ND	1282308	1282763	cp32.8	0	0
L1115	BB_L08	ND	1282763	1283146	cp32.8	0	0
L1116	BB_L09	ND	1283134	1283523	cp32.8	0	0
L1117	BB_L10	ND	1283520	1284086	cp32.8	0	0
L1118	BB_L11	ND	1284067	1285179	cp32.8	0	0
L1119	BB_L12	ND	1285194	1285622	cp32.8	0	0
L1120	BB_L13	ND	1285638	1286093	cp32.8	0	0
L1121	BB_L14	ND	1286090	1286326	cp32.8	0	0
L1122	BB_L15	ND	1286334	1287608	cp32.8	0	0
L1123	BB_L16	ND	1287631	1288314	cp32.8	0	0
L1124	BB_L17	ND	1288318	1289268	cp32.8	0	0
L1125	BB_L18	ND	1289286	1289831	cp32.8	0	0
L1126	BB_L19	ND	1289861	1290193	cp32.8	0	0
L1127	BB_L20	ND	1290190	1291065	cp32.8	0	0
L1128	BB_L21	ND	1291075	1291680	cp32.8	0	0
L1129	BB_L22	ND	1291690	1292505	cp32.8	0	0
L1130	BB_L23	ND	1292581	1292784	cp32.8	0	0
L1131	BB_L24	ND	1292788	1293135	cp32.8	0	0
L1132	BB_L25	ND	1293125	1293460	cp32.8	0	0
L1133	BB_L26	ND	1293453	1293806	cp32.8	0	0
L1134	BB_L27	ND	1293911	1294465	cp32.8	0	0
L1135	BB_L28	ND	1294571	1295017	cp32.8	0	0
L1136	BB_L29	ND	1295054	1296067	cp32.8	0	0
L1137	BB_L30	ND	1296457	1297554	cp32.8	0	0
L1138	BB_L31	ND	1297564	1298130	cp32.8	0	0
L1139	BB_L32	ND	1298106	1298846	cp32.8	1	1
L1140	BB_L35	ND	1299479	1300057	cp32.8	1	1
L1141	BB_L36	ND	1300732	1302057	cp32.8	0	0
L1142	BB_L37	ND	1302110	1302535	cp32.8	0	0
L1143	BB_L38	ND	1302541	1303317	cp32.8	0	0
L1144	BB_L39	erpA8	1303748	1304269	cp32.8	0	0
L1145	BB_L40	erpB8	1304297	1305433	cp32.8	0	0
L1146	BB_L41	ND	1305617	1306156	cp32.8	0	0
L1147	BB_L42	ND	1306336	1306902	cp32.8	0	0
L1148	BB_L43	ND	1306899	1308251	cp32.8	0	0
L1149	BB_N01	ND	1308317	1309543	cp32.9	0	0
L1150	BB_N02	ND	1309560	1310252	cp32.9	0	0
L1151	BB_N03	ND	1310264	1310830	cp32.9	0	0
L1152	BB_N04	ND	1310834	1311601	cp32.9	0	0
L1153	BB_N07	ND	1313209	1313664	cp32.9	0	0
L1154	BB_N08	ND	1313664	1314047	cp32.9	0	0
L1155	BB_N09	ND	1314035	1314424	cp32.9	0	0
L1156	BB_N10	ND	1314421	1314987	cp32.9	0	0
L1157	BB_N12	ND	1316096	1316524	cp32.9	0	0
L1158	BB_N14	ND	1316993	1317229	cp32.9	0	0
L1159	BB_N15	ND	1317237	1318511	cp32.9	0	0
L1160	BB_N17	ND	1319292	1320242	cp32.9	0	0
L1161	BB_N19	ND	1320844	1321176	cp32.9	0	0
L1162	BB_N20	ND	1321173	1322048	cp32.9	0	0
L1163	BB_N23	ND	1323563	1323766	cp32.9	0	0
L1164	BB_N24	ND	1323770	1324117	cp32.9	0	0
L1165	BB_N25	ND	1324107	1324442	cp32.9	0	0
L1166	BB_N26	ND	1324435	1324788	cp32.9	0	0
L1167	BB_N27	ND	1324893	1325447	cp32.9	0	0
L1168	BB_N28	ND	1325553	1325981	cp32.9	0	0
L1169	BB_N30	ND	1327415	1328515	cp32.9	0	0
L1170	BB_N31	ND	1328526	1329092	cp32.9	0	0
L1171	BB_N32	ND	1329068	1329823	cp32.9	0	0
L1172	BB_N33	ND	1329865	1330425	cp32.9	0	0
L1173	BB_N34	ND	1330435	1330974	cp32.9	0	0
L1174	BB_N35	ND	1331445	1332770	cp32.9	0	0
L1175	BB_N36	ND	1332823	1333248	cp32.9	0	0
L1176	BB_N38	erpP	1334461	1335021	cp32.9	0	0
L1177	BB_N39	erpQ	1335049	1336080	cp32.9	0	0
L1178	BB_N41	ND	1336277	1336795	cp32.9	0	0
L1179	BB_N42	ND	1337101	1337553	cp32.9	0	0
L1180	BB_N43	ND	1337550	1338902	cp32.9	0	0
L1181	BB_K01	ND	1339090	1339983	lp36	0	0
L1182	BB_K07	ND	1344190	1344942	lp36	2	7
L1183	BB_K09	ND	1345268	1345552	lp36	2	7
L1184	BB_K13	ND	1347066	1347761	lp36	4	13
L1185	BB_K15	ND	1348275	1348901	lp36	4	13
L1186	BB_K17	adeC	1349203	1350849	lp36	3	8
L1187	BB_K19	ND	1351504	1352139	lp36	4	9
L1188	BB_K21	ND	1352479	1353228	lp36	4	9
L1189	BB_K22	ND	1353204	1353743	lp36	4	9
L1190	BB_K23	ND	1353736	1354662	lp36	4	9
L1191	BB_K24	ND	1355177	1355788	lp36	4	9
L1192	BB_K54	ND	1356282	1356485	lp36	4	9
L1193	BB_K32	bbk32	1359291	1360355	lp36	2	3
L1194	BB_K33	ND	1360622	1360795	lp36	0	0
L1195	BB_K34	ND	1360814	1361035	lp36	0	0
L1196	BB_K35	ND	1361196	1361369	lp36	0	0
L1197	BB_K0058	ND	1362969	1363145	lp36	0	0
L1198	BB_K40	ND	1364005	1364559	lp36	0	0
L1199	BB_K41	ND	1364715	1365260	lp36	0	0
L1200	BB_K42	ND	1365487	1365705	lp36	0	0
L1201	BB_K45	ND	1366285	1367190	lp36	0	0
L1202	BB_K47	ND	1368379	1369365	lp36	0	0
L1203	BB_K48	ND	1369621	1370487	lp36	0	0
L1204	BB_K49	ND	1370729	1371724	lp36	0	0
L1205	BB_K50	ND	1371983	1372981	lp36	0	0
L1206	BB_K0059	ND	1373305	1373490	lp36	0	0
L1207	BB_K52	ND	1373497	1374345	lp36	0	0
L1208	BB_K53	ND	1374770	1375324	lp36	0	0
L1209	BB_J08	ND	1380327	1381247	lp38	3	45
L1210	BB_J09	ospD	1381840	1382613	lp38	3	45
L1211	BB_J11	ND	1383531	1383716	lp38	3	45
L1212	BB_J13	ND	1384628	1384906	lp38	4	45
L1213	BB_J16	ND	1386269	1386856	lp38	5	45
L1214	BB_J17	ND	1386903	1387640	lp38	5	45
L1215	BB_J18	ND	1387613	1388203	lp38	5	45
L1216	BB_J19	ND	1388196	1389191	lp38	4	45
L1217	BB_J0056	ND	1389328	1389489	lp38	4	45
L1218	BB_J0058	ND	1390971	1391126	lp38	4	45
L1219	BB_J23	ND	1392271	1393080	lp38	4	45
L1220	BB_J24	ND	1393139	1393921	lp38	4	45
L1221	BB_J25	ND	1393965	1395005	lp38	3	45
L1222	BB_J26	ND	1395064	1395759	lp38	3	45
L1223	BB_J27	ND	1395752	1396981	lp38	3	45
L1224	BB_J28	ND	1396974	1397699	lp38	3	45
L1225	BB_J29	ND	1397794	1398759	lp38	2	5
L1226	BB_J31	ND	1399117	1399839	lp38	2	5
L1227	BB_J34	ND	1401088	1402158	lp38	3	10
L1228	BB_J36	ND	1402746	1403804	lp38	3	10
L1229	BB_J37	ND	1404029	1404184	lp38	3	10
L1230	BB_J41	ND	1405656	1406522	lp38	1	4
L1231	BB_J42	ND	1406693	1406884	lp38	1	4
L1232	BB_J43	ND	1406971	1407891	lp38	1	4
L1233	BB_J45	ND	1408249	1408971	lp38	1	4
L1234	BB_J46	ND	1410123	1410419	lp38	1	4
L1235	BB_J47	ND	1410656	1411342	lp38	1	4
L1236	BB_J48	ND	1411385	1411999	lp38	1	4
L1237	BB_A03	ND	1416041	1416550	lp54	2	6
L1238	BB_A04	ND	1416625	1417473	lp54	3	22
L1239	BB_A05	ND	1417583	1418836	lp54	3	22
L1240	BB_A07	ND	1419247	1419720	lp54	5	25
L1241	BB_A08	ND	1419894	1420229	lp54	5	25
L1242	BB_A09	ND	1420226	1421098	lp54	9	30
L1243	BB_A10	ND	1421101	1421727	lp54	9	30
L1244	BB_A11	ND	1421789	1422823	lp54	8	28
L1245	BB_A12	ND	1422846	1423025	lp54	8	28
L1246	BB_A13	ND	1423022	1423447	lp54	8	28
L1247	BB_A15	ospA	1424037	1424858	lp54	8	28
L1248	BB_A16	ospB	1424868	1425758	lp54	8	28
L1249	BB_A19	ND	1427575	1428159	lp54	7	27
L1250	BB_A20	ND	1428135	1428887	lp54	8	28
L1251	BB_A21	ND	1428918	1429463	lp54	7	27
L1252	BB_A23	ND	1429950	1430381	lp54	7	27
L1253	BB_A24	dbpA	1430581	1431156	lp54	7	27
L1254	BB_A25	dbpB	1431276	1431839	lp54	8	28
L1255	BB_A30	ND	1432708	1433301	lp54	8	28
L1256	BB_A31	ND	1433305	1434657	lp54	8	28
L1257	BB_A32	ND	1435298	1435492	lp54	8	28
L1258	BB_A33	ND	1435667	1436206	lp54	8	28
L1259	BB_A34	ND	1436264	1437853	lp54	8	26
L1260	BB_A36	ND	1438357	1438995	lp54	8	26
L1261	BB_A37	ND	1439078	1439683	lp54	8	26
L1262	BB_A38	ND	1440048	1441274	lp54	8	26
L1263	BB_A40	ND	1441970	1442578	lp54	7	22
L1264	BB_A41	ND	1442594	1443511	lp54	8	22
L1265	BB_A42	ND	1443515	1443967	lp54	8	22
L1266	BB_A43	ND	1443964	1444338	lp54	8	22
L1267	BB_A45	ND	1444674	1445213	lp54	8	22
L1268	BB_A46	ND	1445290	1446360	lp54	9	30
L1269	BB_A47	ND	1446360	1446782	lp54	9	30
L1270	BB_A48	ND	1446841	1447329	lp54	11	31
L1271	BB_A49	ND	1447322	1447540	lp54	11	31
L1272	BB_A51	ND	1448965	1449528	lp54	12	32
L1273	BB_A52	ND	1449568	1450413	lp54	11	29
L1274	BB_A53	ND	1450534	1450809	lp54	10	29
L1275	BB_A54	ND	1450836	1451114	lp54	10	29
L1276	BB_A57	ND	1452741	1453985	lp54	10	30
L1277	BB_A58	ND	1454210	1454413	lp54	9	29
L1278	BB_A59	ND	1454453	1454692	lp54	9	29
L1279	BB_A60	ND	1454792	1455625	lp54	9	29
L1280	BB_A61	ND	1455976	1456599	lp54	8	28
L1281	BB_A62	lp6.6	1456847	1457053	lp54	6	26
L1282	BB_A64	ND	1457204	1458112	lp54	6	26
L1283	BB_A65	ND	1458265	1459113	lp54	6	26
L1284	BB_A66	ND	1459292	1460527	lp54	7	34
L1285	BB_A68	cspA	1461053	1461808	lp54	4	24
L1286	BB_A69	ND	1462056	1462847	lp54	4	24
L1287	BB_A0078	ND	1464433	1464657	lp54	4	24
L1288	BB_A73	ND	1464866	1465756	lp54	4	24
L1289	BB_A74	osm28	1466286	1467059	lp54	4	24
L1290	BB_A76	thyX	1467286	1468083	lp54	3	22
L1291	BB_Q03	ND	1469093	1469644	lp56	0	0
L1292	BB_Q05	ND	1470981	1471733	lp56	0	0
L1293	BB_Q06	ND	1471860	1472345	lp56	0	0
L1294	BB_Q07	ND	1472486	1473223	lp56	1	5
L1295	BB_Q08	ND	1473306	1474067	lp56	1	5
L1296	BB_Q09	ND	1474040	1474576	lp56	1	5
L1297	BB_Q12	ND	1475073	1475648	lp56	0	0
L1298	BB_Q13	ND	1475670	1476629	lp56	0	0
L1299	BB_Q14	ND	1476649	1477104	lp56	0	0
L1300	BB_Q15	ND	1477104	1477487	lp56	0	0
L1301	BB_Q17	ND	1477861	1478427	lp56	0	0
L1302	BB_Q18	ND	1478408	1479520	lp56	0	0
L1303	BB_Q19	ND	1479534	1479962	lp56	0	0
L1304	BB_Q20	ND	1479978	1480433	lp56	0	0
L1305	BB_Q21	ND	1480430	1480666	lp56	0	0
L1306	BB_Q22	ND	1480674	1481969	lp56	0	0
L1307	BB_Q23	ND	1481992	1482675	lp56	0	0
L1308	BB_Q24	ND	1482679	1483629	lp56	0	0
L1309	BB_Q25	ND	1483647	1484201	lp56	0	0
L1310	BB_Q26	ND	1484231	1484563	lp56	0	0
L1311	BB_Q27	ND	1484560	1485435	lp56	0	0
L1312	BB_Q28	ND	1485445	1486050	lp56	0	0
L1313	BB_Q29	ND	1486060	1486875	lp56	0	0
L1314	BB_Q30	ND	1486950	1487153	lp56	0	0
L1315	BB_Q31	ND	1487157	1487504	lp56	0	0
L1316	BB_Q32	ND	1487494	1487829	lp56	0	0
L1317	BB_Q33	ND	1487822	1488175	lp56	0	0
L1318	BB_Q34	ND	1488280	1488975	lp56	0	0
L1319	BB_Q35	ND	1489081	1489692	lp56	0	0
L1320	BB_Q37	ND	1489769	1490716	lp56	0	0
L1321	BB_Q38	ND	1491106	1492203	lp56	0	0
L1322	BB_Q39	ND	1492213	1492779	lp56	0	0
L1323	BB_Q40	ND	1492755	1493510	lp56	0	0
L1324	BB_Q42	ND	1494127	1494663	lp56	0	0
L1325	BB_Q43	ND	1495158	1496483	lp56	0	0
L1326	BB_Q44	ND	1496536	1496961	lp56	0	0
L1327	BB_Q45	ND	1496967	1497743	lp56	0	0
L1328	BB_Q47	erpX	1498174	1499211	lp56	0	0
L1329	BB_Q48	ND	1499405	1499947	lp56	0	0
L1330	BB_Q49	ND	1500129	1500695	lp56	0	0
L1331	BB_Q50	ND	1500692	1502044	lp56	0	0
L1332	BB_Q52	ND	1503352	1504044	lp56	0	0
L1333	BB_Q53	ND	1504056	1504622	lp56	0	0
L1334	BB_Q54	ND	1504626	1505372	lp56	0	0
L1335	BB_Q62	ND	1507768	1508142	lp56	0	0
L1336	BB_Q67	ND	1508673	1511933	lp56	0	0
L1337	BB_Q0091	ND	1518525	1518698	lp56	0	0
L1338	BB_Q85	ND	1519409	1519765	lp56	0	0
L1339	BB_Q88	ND	1520372	1520845	lp56	0	0
L1340	BB_Q89	ND	1520769	1520963	lp56	0	0
